Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
11240 Corbett,21006910.,Rickman Enterprise Group,$12497.60,11/06/2017,No,4,42.401343,-82.990056,"location
(42.401343, -82.990056)",Wade
11232 Corbett,21006911.,Rickman Enterprise Group,$14122.70,11/06/2017,No,4,42.401297,-82.99019,"location
(42.401297, -82.99019)",Wade
11229 Corbett,21006937.,Rickman Enterprise Group,$12413.46,11/06/2017,No,4,42.401682,-82.99061,"location
(42.401682, -82.99061)",Wade
11243 Corbett,21006939.,Rickman Enterprise Group,$16467.62,11/06/2017,No,4,42.401774,-82.990341,"location
(42.401774, -82.990341)",Wade
14352 Mark Twain,22036687.,Able Demolition,$12524.00,10/02/2017,No,1,42.393259,-83.18587,"location
(42.393259, -83.18587)",Hubbell-Lyndon
14392 Mark Twain,22036692.,Able Demolition,$12019.00,10/02/2017,No,1,42.393808,-83.185891,"location
(42.393808, -83.185891)",Hubbell-Lyndon
14860 Mark Twain,22036727.,Able Demolition,$13346.14,10/02/2017,No,1,42.397987,-83.186072,"location
(42.397987, -83.186072)",Bethune Community
15326 Mark Twain,22036758.,Able Demolition,$14463.20,10/02/2017,No,1,42.40236,-83.186264,"location
(42.40236, -83.186264)",Bethune Community
14491 Wilshire,21008685.,Homrich,$11713.00,11/26/2017,No,4,42.413283,-82.968117,"location
(42.413283, -82.968117)",Outer Drive-Hayes
14511 Wilshire,21008688.,Homrich,$14860.00,11/26/2017,No,4,42.413265,-82.967729,"location
(42.413265, -82.967729)",Outer Drive-Hayes
14522 Promenade,21008739.,Homrich,$16119.00,11/26/2017,No,4,42.413631,-82.967916,"location
(42.413631, -82.967916)",Outer Drive-Hayes
14474 Promenade,21008746.,Homrich,$15052.00,11/26/2017,No,4,42.413693,-82.968827,"location
(42.413693, -82.968827)",Outer Drive-Hayes
14232 Promenade,21008766.,Homrich,$21740.00,11/26/2017,No,4,42.413113,-82.972349,"location
(42.413113, -82.972349)",Outer Drive-Hayes
15339 Strathmoor,22038362.,Able Demolition,$14994.56,10/03/2017,No,1,42.402597,-83.188131,"location
(42.402597, -83.188131)",Bethune Community
13343 Glenfield,21010707.,"Adamo Group, Inc.",$12364.00,11/13/2017,No,4,42.416305,-82.977579,"location
(42.416305, -82.977579)",Eden Gardens
15000 Mendota,16042858.,"Adamo Group, Inc.",$18016.00,11/13/2017,No,2,42.400251,-83.16465,"location
(42.400251, -83.16465)",Bethune Community
15056 Mendota,16042867.,"Adamo Group, Inc.",$19297.00,11/13/2017,No,2,42.401005,-83.16469,"location
(42.401005, -83.16469)",Bethune Community
15771 Mendota,16043432.,DMC Consultants,$14780.80,09/22/2017,No,2,42.407039,-83.16569,"location
(42.407039, -83.16569)",Bethune Community
14661 Ardmore,22035274.,Able Demolition,$12692.27,10/05/2017,No,1,42.396973,-83.184584,"location
(42.396973, -83.184584)",Bethune Community
14629 Ardmore,22035278.,Able Demolition,$13035.16,10/05/2017,No,1,42.396539,-83.184565,"location
(42.396539, -83.184565)",Bethune Community
4297 Belvidere,19007871.,Homrich,$16309.00,11/26/2017,No,5,42.376371,-82.998879,"location
(42.376371, -82.998879)",Gratiot Woods
5527 Cadillac,19005250.,"Adamo Group, Inc.",$16474.00,11/13/2017,No,4,42.386324,-82.999912,"location
(42.386324, -82.999912)",West End
14308 Wilfred,21010845.,"Adamo Group, Inc.",$19100.00,11/13/2017,No,4,42.417934,-82.974019,"location
(42.417934, -82.974019)",Eden Gardens
13430 Wilfred,21010860.,"Adamo Group, Inc.",$14155.00,11/13/2017,No,4,42.417129,-82.97631,"location
(42.417129, -82.97631)",Eden Gardens
13422 Wilfred,21010861.,"Adamo Group, Inc.",$18233.00,11/13/2017,No,4,42.417089,-82.976427,"location
(42.417089, -82.976427)",Eden Gardens
5857 Proctor,18012781.,Blue Star,$19399.00,11/14/2017,No,6,42.338317,-83.141099,"location
(42.338317, -83.141099)",Claytown
12123 Monica,16021982.,"Adamo Group, Inc.",$18792.00,11/13/2017,No,7,42.377875,-83.142717,"location
(42.377875, -83.142717)",Oakman Blvd Community
3782 Belvidere,19007507.,Rickman Enterprise Group,$15310.14,11/06/2017,No,5,42.372788,-82.99561,"location
(42.372788, -82.99561)",Gratiot Woods
4138 Belvidere,19007524.,Rickman Enterprise Group,$15187.78,11/06/2017,No,5,42.374741,-82.997005,"location
(42.374741, -82.997005)",Gratiot Woods
4198 Belvidere,19007534.,Rickman Enterprise Group,$25321.95,11/06/2017,No,5,42.37547,-82.99752,"location
(42.37547, -82.99752)",Gratiot Woods
4312 Dickerson,21049069.,DMC Consultants,$14647.00,12/19/2017,No,4,42.387699,-82.963533,"location
(42.387699, -82.963533)",Fox Creek
4342 Dickerson,21049073.,DMC Consultants,$35369.00,12/19/2017,No,4,42.388054,-82.963764,"location
(42.388054, -82.963764)",Fox Creek
4364 Dickerson,21049076.,DMC Consultants,$37375.00,12/19/2017,No,4,42.388313,-82.963934,"location
(42.388313, -82.963934)",Fox Creek
14564 Marlowe,22040718.,Salenbien Trucking & Excavating Inc.,$13137.00,12/19/2017,No,1,42.395502,-83.189369,"location
(42.395502, -83.189369)",Hubbell-Lyndon
14946 Marlowe,22040751.,Able Demolition,$14670.25,10/06/2017,No,1,42.399081,-83.189522,"location
(42.399081, -83.189522)",Hubbell-Lyndon
4314 Rohns,19009050.,Homrich,$23592.00,09/25/2017,No,5,42.375232,-82.999843,"location
(42.375232, -82.999843)",Gratiot Woods
4426 Rohns,19009059.,Homrich,$21163.00,11/26/2017,No,5,42.376039,-83.000427,"location
(42.376039, -83.000427)",Gratiot Woods
4510 Rohns,19009065.,Homrich,$21871.00,11/26/2017,No,5,42.376497,-83.000751,"location
(42.376497, -83.000751)",Gratiot Woods
4780 Rohns,19009085.,Homrich,$15010.00,11/26/2017,No,5,42.378666,-83.002313,"location
(42.378666, -83.002313)",Gratiot Woods
4798 Rohns,19009088.,Homrich,$24607.00,11/26/2017,No,5,42.378884,-83.00247,"location
(42.378884, -83.00247)",Gratiot Woods
5048 Rohns,19009102.,"Adamo Group, Inc.",$17669.00,11/13/2017,No,5,42.380401,-83.003569,"location
(42.380401, -83.003569)",Gratiot Woods
11650 Lauder,22041722.,"Adamo Group, Inc.",$11110.00,11/13/2017,No,7,42.373604,-83.189637,"location
(42.373604, -83.189637)",Plymouth-Hubbell
12062 Lauder,22041741.,"Adamo Group, Inc.",$13656.00,11/13/2017,No,7,42.375887,-83.189742,"location
(42.375887, -83.189742)",Plymouth-Hubbell
5798 Holcomb,19008364.,"Adamo Group, Inc.",$13337.00,11/13/2017,No,5,42.386231,-83.006511,"location
(42.386231, -83.006511)",Gratiot Woods
4532 Belvidere,19007559.,Homrich,$14951.00,11/26/2017,No,5,42.377352,-82.998851,"location
(42.377352, -82.998851)",Gratiot Woods
4738 Belvidere,19007573.,Homrich,$17207.00,11/26/2017,No,5,42.378962,-82.999978,"location
(42.378962, -82.999978)",Gratiot Woods
4792 Belvidere,19007582.,Homrich,$15367.00,11/26/2017,No,5,42.37962,-83.000438,"location
(42.37962, -83.000438)",Gratiot Woods
4798 Belvidere,19007583.,Homrich,$15537.00,11/26/2017,No,5,42.379693,-83.000489,"location
(42.379693, -83.000489)",Gratiot Woods
5150 Belvidere,19007617.,"Adamo Group, Inc.",$13432.00,11/13/2017,No,5,42.382453,-83.002424,"location
(42.382453, -83.002424)",Gratiot Woods
4516 Hurlbut,19004437.,"Adamo Group, Inc.",$11670.00,11/13/2017,No,4,42.38017,-82.993491,"location
(42.38017, -82.993491)",West End
14466 Camden,21005662.,Homrich,$32465.00,11/26/2017,No,4,42.407486,-82.964741,"location
(42.407486, -82.964741)",Outer Drive-Hayes
4523 Garland,21038169.,"Adamo Group, Inc.",$16176.00,11/13/2017,No,4,42.380954,-82.992082,"location
(42.380954, -82.992082)",West End
4511 Garland,21038171.,"Adamo Group, Inc.",$14357.00,11/13/2017,No,4,42.380806,-82.991983,"location
(42.380806, -82.991983)",West End
4505 Garland,21038172.,"Adamo Group, Inc.",$13798.00,11/13/2017,No,4,42.380732,-82.991935,"location
(42.380732, -82.991935)",West End
4495 Garland,21038174.,"Adamo Group, Inc.",$16058.00,11/13/2017,No,4,42.380584,-82.991837,"location
(42.380584, -82.991837)",West End
8057 E Hollywood,17004784.,Gayanga Co,$10721.60,11/19/2017,No,3,42.43274,-83.023025,"location
(42.43274, -83.023025)",Mount Olivet
8079 E Hollywood,17004787.,Gayanga Co,$9922.92,11/19/2017,No,3,42.432748,-83.022636,"location
(42.432748, -83.022636)",Mount Olivet
19196 Pelkey,21029946.,Gayanga Co,$10400.90,11/19/2017,No,3,42.436352,-82.986087,"location
(42.436352, -82.986087)",Pulaski
14630 Ilene,16040155.,"Adamo Group, Inc.",$11744.00,11/13/2017,No,7,42.397112,-83.161227,"location
(42.397112, -83.161227)",Bethune Community
15000 Ilene,16040185.,"Adamo Group, Inc.",$10455.00,11/13/2017,No,2,42.400341,-83.161381,"location
(42.400341, -83.161381)",Bethune Community
15076 Ilene,16040197.,"Adamo Group, Inc.",$10293.00,11/13/2017,No,2,42.401372,-83.16143,"location
(42.401372, -83.16143)",Bethune Community
15357 Ilene,16040754.,DMC Consultants,$15740.00,10/29/2017,No,2,42.403354,-83.1622,"location
(42.403354, -83.1622)",Bethune Community
15353 Ilene,16040755.,DMC Consultants,$18260.00,09/22/2017,No,2,42.403244,-83.162196,"location
(42.403244, -83.162196)",Bethune Community
15071 Ilene,16040768.,"Adamo Group, Inc.",$18077.00,11/13/2017,No,2,42.401258,-83.162056,"location
(42.401258, -83.162056)",Bethune Community
14943 Ilene,16040781.,"Adamo Group, Inc.",$21530.00,11/13/2017,No,2,42.399976,-83.161997,"location
(42.399976, -83.161997)",Bethune Community
15355 Steel,22022920.,DMC Consultants,$16941.10,10/29/2017,No,2,42.403156,-83.171852,"location
(42.403156, -83.171852)",Bethune Community
5811 Rohns,19009370.,"Adamo Group, Inc.",$20495.00,11/13/2017,No,5,42.385711,-83.008417,"location
(42.385711, -83.008417)",Gratiot Woods
5753 Rohns,19009380.,"Adamo Group, Inc.",$16504.00,11/13/2017,No,5,42.384986,-83.007892,"location
(42.384986, -83.007892)",Gratiot Woods
5389 Rohns,19009402.,"Adamo Group, Inc.",$15881.00,11/13/2017,No,5,42.383041,-83.006486,"location
(42.383041, -83.006486)",Gratiot Woods
5173 Rohns,19009418.,"Adamo Group, Inc.",$13643.00,11/13/2017,No,5,42.381752,-83.005297,"location
(42.381752, -83.005297)",Gratiot Woods
4799 Rohns,19009454.,Homrich,$14443.00,11/26/2017,No,5,42.378521,-83.003226,"location
(42.378521, -83.003226)",Gratiot Woods
12127 Wilshire,21008566.,Den-Man Contractors,$27335.00,09/26/2017,No,4,42.407476,-82.987098,"location
(42.407476, -82.987098)",Wade
12645 Wilshire,21008601-2,Homrich,$19494.00,11/26/2017,No,4,42.409527,-82.981215,"location
(42.409527, -82.981215)",Wade
13320 Elmdale,21007152.,"Adamo Group, Inc.",$11420.00,11/13/2017,No,4,42.40823,-82.972894,"location
(42.40823, -82.972894)",Outer Drive-Hayes
11726 Elmdale,21007263.,Rickman Enterprise Group,$14995.67,11/06/2017,No,4,42.402455,-82.989688,"location
(42.402455, -82.989688)",Wade
11250 Elmdale,21007269.,Rickman Enterprise Group,$14779.57,11/06/2017,No,4,42.402106,-82.990706,"location
(42.402106, -82.990706)",Wade
11785 Rosemary,21009659.,"Adamo Group, Inc.",$27169.00,11/13/2017,No,4,42.408807,-82.992533,"location
(42.408807, -82.992533)",Eden Gardens
11855 Rosemary,21009668.,"Adamo Group, Inc.",$37229.00,11/13/2017,No,4,42.409226,-82.991327,"location
(42.409226, -82.991327)",Eden Gardens
11863 Rosemary,21009669.,"Adamo Group, Inc.",$16766.00,11/13/2017,No,4,42.409271,-82.991201,"location
(42.409271, -82.991201)",Eden Gardens
12095 Rosemary,21009682.,"Adamo Group, Inc.",$24184.00,11/13/2017,No,4,42.409932,-82.989297,"location
(42.409932, -82.989297)",Eden Gardens
15005 Rosemary,21009840.,Homrich,$14151.00,11/26/2017,No,4,42.416062,-82.96507,"location
(42.416062, -82.96507)",Outer Drive-Hayes
15852 Coyle,22045010.,Able Demolition,$10968.60,10/06/2017,No,1,42.407899,-83.193776,"location
(42.407899, -83.193776)",Belmont
12115 Chelsea,21008125.,Den-Man Contractors,$40302.00,10/25/2017,No,4,42.40644,-82.986716,"location
(42.40644, -82.986716)",Wade
12143 Chelsea,21008130.001,Den-Man Contractors,$17731.00,10/25/2017,No,4,42.406616,-82.986214,"location
(42.406616, -82.986214)",Wade
14901 Mendota,16043501.,"Adamo Group, Inc.",$19437.00,11/13/2017,No,2,42.399288,-83.165232,"location
(42.399288, -83.165232)",Bethune Community
12849 Flanders,21011567.,"Adamo Group, Inc.",$10504.00,11/13/2017,No,4,42.416465,-82.982334,"location
(42.416465, -82.982334)",Eden Gardens
13011 Flanders,21011569.,"Adamo Group, Inc.",$12978.00,11/13/2017,No,4,42.416628,-82.98189,"location
(42.416628, -82.98189)",Eden Gardens
