Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
14825 Hartwell,22029248.,"Adamo Group, Inc.",$11181.00,09/15/2017,No,2,42.397658,-83.17813,"14825 Hartwell
(42.397658, -83.17813)",Bethune Community
14831 Birwood,16042584.,"Adamo Group, Inc.",$11163.00,09/18/2017,No,2,42.398391,-83.164078,"14831 Birwood
(42.398391, -83.164078)",Bethune Community
14852 Griggs,16041067.,"Adamo Group, Inc.",$12404.00,09/20/2017,No,2,42.398699,-83.162361,"14852 Griggs
(42.398699, -83.162361)",Bethune Community
14860 Griggs,16041068.,"Adamo Group, Inc.",$12564.00,09/18/2017,No,2,42.398794,-83.162366,"14860 Griggs
(42.398794, -83.162366)",Bethune Community
14861 Littlefield,22027342.,"Adamo Group, Inc.",$15472.00,09/15/2017,No,2,42.398189,-83.176008,"14861 Littlefield
(42.398189, -83.176008)",Bethune Community
14864 Griggs,16041069.,"Adamo Group, Inc.",$12857.00,09/18/2017,No,2,42.398891,-83.162369,"14864 Griggs
(42.398891, -83.162369)",Bethune Community
14873 Birwood,16042578.,"Adamo Group, Inc.",$14249.00,09/18/2017,No,2,42.398967,-83.164105,"14873 Birwood
(42.398967, -83.164105)",Bethune Community
14886 Birwood,16041970.,"Adamo Group, Inc.",$12853.00,09/18/2017,No,2,42.399175,-83.163435,"14886 Birwood
(42.399175, -83.163435)",Bethune Community
14887 Birwood,16042576.,"Adamo Group, Inc.",$13046.00,09/18/2017,No,2,42.399159,-83.164114,"14887 Birwood
(42.399159, -83.164114)",Bethune Community
14894 Birwood,16041971.,"Adamo Group, Inc.",$10414.00,09/18/2017,No,2,42.399271,-83.163439,"14894 Birwood
(42.399271, -83.163439)",Bethune Community
15022 Griggs,16041085.,"Adamo Group, Inc.",$11597.00,09/18/2017,No,2,42.4006,-83.162455,"15022 Griggs
(42.4006, -83.162455)",Bethune Community
15719 Mendota,16043440.,DMC Consultants,$18518.50,09/20/2017,No,2,42.406272,-83.165651,"15719 Mendota
(42.406272, -83.165651)",Bethune Community
19681 Carrie,15008427.,Blue Star,$12400.00,09/20/2017,No,3,42.439935,-83.03128,"19681 Carrie
(42.439935, -83.03128)",Nortown
20166 Stotter,15005743.,Blue Star,$14900.00,09/20/2017,No,3,42.444616,-83.026225,"20166 Stotter
(42.444616, -83.026225)",Sherwood
3038 St Clair,21038563.,Dore & Associates,$16000.00,09/20/2017,No,5,42.372912,-82.984295,"3038 St
(42.372912, -82.984295)",East Village
3427 Cadillac,19005406.,Rickman Enterprise Group,$21164.29,09/19/2017,No,5,42.371621,-82.989873,"3427 Cadillac
(42.371621, -82.989873)",East Village
7100 Julian,16004540.,Den-Man Contractors,$17960.00,09/19/2017,No,6,42.358759,-83.141351,"7100 Julian
(42.358759, -83.141351)",Midwest
9354 Charlevoix,19000466.,Rickman Enterprise Group,$14104.56,09/19/2017,No,5,42.367705,-82.989696,"9354 Charlevoix
(42.367705, -82.989696)",East Village
1941 E Outer Drive,13008948.,Salenbien Trucking & Excavating Inc.,$12450.00,08/03/2017,No,3,42.440642,-83.072303,"1941 E Outer Drive
(42.440642, -83.072303)",Butler
2056 Mclean,09005695.,Salenbien Trucking & Excavating Inc.,$12634.75,07/21/2017,No,3,42.40651,-83.072035,"2056 Mclean
(42.40651, -83.072035)",Campau/Banglatown
10059 Sussex,22046956.,"Adamo Group, Inc.",$13702.00,09/13/2017,No,7,42.37012,-83.194475,"10059 Sussex
(42.37012, -83.194475)",Plymouth-Hubbell
11409 Freeland,22036399.,"Adamo Group, Inc.",$18968.00,09/21/2017,No,7,42.372078,-83.184405,"11409 Freeland
(42.372078, -83.184405)",Plymouth-Hubbell
11807 Longview,21007679.,Rickman Enterprise Group,$13801.50,09/21/2017,No,4,42.404377,-82.989282,"11807 Longview
(42.404377, -82.989282)",Wade
11858 Chelsea,21007995.,Rickman Enterprise Group,$14668.34,09/21/2017,No,4,42.40512,-82.988686,"11858 Chelsea
(42.40512, -82.988686)",Wade
12066 Grandmont,22064767.,Gayanga Co,$11956.13,09/20/2017,No,7,42.375568,-83.20938,"12066 Grandmont
(42.375568, -83.20938)",Plymouth-I96
12075 Woodmont,22062942.,Gayanga Co,$11621.98,09/20/2017,No,7,42.375674,-83.208859,"12075 Woodmont
(42.375674, -83.208859)",Plymouth-I96
12273 Longview,21007716.,Rickman Enterprise Group,$12203.78,09/21/2017,No,4,42.40622,-82.983985,"12273 Longview
(42.40622, -82.983985)",Wade
12330 Promenade,21008855.,Den-Man Contractors,$13351.00,09/20/2017,No,4,42.408891,-82.98448,"12330 Promenade
(42.408891, -82.98448)",Wade
12779 Hubbell,22040142.,Able Demolition,$12900.53,09/21/2017,No,1,42.382603,-83.188573,"12779 Hubbell
(42.382603, -83.188573)",Schoolcraft Southfield
13230 Terry,22042916.,Able Demolition,$20482.80,09/21/2017,No,1,42.384489,-83.191066,"13230 Terry
(42.384489, -83.191066)",Schoolcraft Southfield
13239 Hubbell,22040124.,Able Demolition,$12943.15,09/21/2017,No,1,42.384678,-83.188647,"13239 Hubbell
(42.384678, -83.188647)",Schoolcraft Southfield
14254 Terry,22042967.,Able Demolition,$23750.15,09/21/2017,No,1,42.391746,-83.1912,"14254 Terry
(42.391746, -83.1912)",Hubbell-Lyndon
20150 Stotter,15005741.,Blue Star,$16800.00,09/21/2017,No,3,42.444444,-83.025495,"20150 Stotter
(42.444444, -83.025495)",Sherwood
8734 Georgia,19002409.,DMC Consultants,$18750.00,09/21/2017,No,3,42.393871,-83.015034,"8734 Georgia
(42.393871, -83.015034)",Airport Sub
9596 Mansfield,22057021.,"Adamo Group, Inc.",$13668.00,09/21/2017,No,7,42.366727,-83.202988,"9596 Mansfield
(42.366727, -83.202988)",Joy Community
12090 Sanford,21012051.,"Direct Construction Services, LLC",$6740.50,05/19/2016,No,4,42.413867,-82.993103,"12090 Sanford
(42.413867, -82.993103)",Gratiot-Findlay
19493 Concord,15011348.,MCM,$12530.82,08/07/2014,No,3,42.438562,-83.033366,"19493 Concord
(42.438562, -83.033366)",Nortown
10 W Arizona,01004588.,Rickman Enterprise Group,$13630.00,03/08/2016,No,2,42.419302,-83.10232,"10 W Arizona
(42.419302, -83.10232)",Grixdale Farms
100 Marston,01002314.,ABC Demolition,$14300.00,07/25/2014,No,5,42.375327,-83.074438,"100 Marston
(42.375327, -83.074438)",North End
1000 Baldwin,17011063.,DMC Consultants,$18687.40,04/16/2014,No,5,42.352273,-82.999264,"1000 Baldwin
(42.352273, -82.999264)",Islandview
10005 Mansfield,22057965.,"Adamo Group, Inc.",$8950.00,07/12/2016,No,7,42.369223,-83.203769,"10005 Mansfield
(42.369223, -83.203769)",Joy Community
10005 Nottingham,21066812.,"Adamo Group, Inc.",$9050.00,12/15/2014,No,4,42.412258,-82.953394,"10005 Nottingham
(42.412258, -82.953394)",Outer Drive-Hayes
10008 Cascade,14012396.,"Adamo Group, Inc.",$11582.00,08/14/2015,No,7,42.372884,-83.130816,"10008 Cascade
(42.372884, -83.130816)",Nardin Park
10011 Nottingham,21066811.,Homrich,$10842.99,09/11/2014,No,4,42.412348,-82.953327,"10011 Nottingham
(42.412348, -82.953327)",Outer Drive-Hayes
10016 Somerset,21067206.,DMC Consultants,$11008.00,05/19/2016,No,4,42.412984,-82.950901,"10016 Somerset
(42.412984, -82.950901)",Outer Drive-Hayes
10017 Mettetal,22060715.,Homrich,$14400.00,03/01/2016,No,7,42.369375,-83.206191,"10017 Mettetal
(42.369375, -83.206191)",Joy Community
10019 Meyers,22020617.002L,"Adamo Group, Inc.",$15642.00,07/07/2015,No,7,42.370571,-83.168457,"10019 Meyers
(42.370571, -83.168457)",Barton-McFarland
10020 Greensboro,21065277.,Rickman Enterprise Group,$12690.00,05/03/2016,No,4,42.411456,-82.955746,"10020 Greensboro
(42.411456, -82.955746)",Outer Drive-Hayes
10021 Asbury Park,22062199.,Homrich,$11200.00,03/02/2016,No,7,42.36942,-83.207462,"10021 Asbury Park
(42.36942, -83.207462)",Joy Community
10028 Pinehurst,18017547.,"Adamo Group, Inc.",$20258.00,07/14/2015,No,7,42.370784,-83.165321,"10028 Pinehurst
(42.370784, -83.165321)",Barton-McFarland
10030 Balfour,21067808.,Able Demolition,$10177.27,04/26/2016,No,4,42.413807,-82.948972,"10030 Balfour
(42.413807, -82.948972)",Outer Drive-Hayes
10030 Meyers,18018681.,"Adamo Group, Inc.",$19490.00,07/07/2015,No,7,42.370723,-83.167692,"10030 Meyers
(42.370723, -83.167692)",Barton-McFarland
10038 Iris,22022010.002L,Brown Environmental Construction,$9700.00,01/26/2015,No,7,42.370434,-83.1696,"10038 Iris
(42.370434, -83.1696)",Barton-McFarland
10048 Bordeau,16005328.,RDC Construction Services,$20000.00,01/15/2016,No,7,42.371263,-83.134364,"10048 Bordeau
(42.371263, -83.134364)",Nardin Park
1005 Mt Vernon,05002683.,Blue Star,$8800.00,08/18/2014,No,5,42.379885,-83.066267,"1005 Mt
(42.379885, -83.066267)",North End
10050 Aurora,18006525.,DMC Consultants,$12512.00,02/06/2015,No,7,42.372218,-83.159582,"10050 Aurora
(42.372218, -83.159582)",Barton-McFarland
10055 Artesian,22085263-4,Homrich,$16611.73,08/12/2014,No,7,42.369509,-83.226807,"10055 Artesian
(42.369509, -83.226807)",Franklin Park
10055 Evergreen,22096738-9,Homrich,$15488.25,08/09/2014,No,7,42.36941,-83.236594,"10055 Evergreen
(42.36941, -83.236594)",Franklin Park
10073 Balfour,21068035.,Able Demolition,$7282.61,04/25/2016,No,4,42.414532,-82.949164,"10073 Balfour
(42.414532, -82.949164)",Outer Drive-Hayes
10075 Greensboro,21065361.,Farrow Group,$11000.00,05/27/2015,No,4,42.412357,-82.95578,"10075 Greensboro
(42.412357, -82.95578)",Outer Drive-Hayes
10079 Balfour,21068034.,Rickman Enterprise Group,$8210.00,04/19/2016,No,4,42.414613,-82.949102,"10079 Balfour
(42.414613, -82.949102)",Outer Drive-Hayes
10081 Nottingham,21066801.,Homrich,$21703.85,09/18/2014,No,4,42.413187,-82.952697,"10081 Nottingham
(42.413187, -82.952697)",Outer Drive-Hayes
10082 Greensboro,21065285.,Rickman Enterprise Group,$8810.00,05/03/2016,No,4,42.412221,-82.955165,"10082 Greensboro
(42.412221, -82.955165)",Outer Drive-Hayes
10083 Crocuslawn,18005975.,Homrich,$28900.00,02/23/2016,No,7,42.368104,-83.159971,"10083 Crocuslawn
(42.368104, -83.159971)",Barton-McFarland
10086 Rosemont,22076293.,Able Demolition,$9005.16,07/07/2016,No,7,42.369088,-83.218805,"10086 Rosemont
(42.369088, -83.218805)",Franklin Park
10089 Nottingham,21066800.,Homrich,$14400.00,01/02/2015,No,4,42.413272,-82.952634,"10089 Nottingham
(42.413272, -82.952634)",Outer Drive-Hayes
10090 Aurora,18006520.,"Adamo Group, Inc.",$6723.00,07/31/2014,No,7,42.372198,-83.160322,"10090 Aurora
(42.372198, -83.160322)",Barton-McFarland
10094 Rosemont,22076294.,Homrich,$16486.07,09/06/2014,No,7,42.369201,-83.218808,"10094 Rosemont
(42.369201, -83.218808)",Franklin Park
1010 E Euclid,05002731.,Rickman Enterprise Group,$10210.00,02/12/2016,No,5,42.381015,-83.06691,"1010 E Euclid
(42.381015, -83.06691)",North End
1010 Melbourne,05002687.,Blue Star,$9800.00,05/05/2014,No,5,42.380255,-83.066394,"1010 Melbourne
(42.380255, -83.066394)",North End
10100 Britain,21074801.,Rickman Enterprise Group,$9400.00,05/09/2016,No,4,42.419274,-82.93961,"10100 Britain
(42.419274, -82.93961)",Yorkshire Woods
10100 Morley,18005818.,Futurenet Group,$6423.00,03/24/2014,No,7,42.367092,-83.160217,"10100 Morley
(42.367092, -83.160217)",Barton-McFarland
1011 Navahoe,21046658.,DMC Consultants,$20150.00,11/23/2015,No,4,42.369222,-82.957726,"1011 Navahoe
(42.369222, -82.957726)",Jefferson Chalmers
10115 Nottingham,21066796.,Homrich,$13342.22,09/10/2014,No,4,42.413607,-82.952382,"10115 Nottingham
(42.413607, -82.952382)",Outer Drive-Hayes
10126 Rosemont,22076298-317,Homrich,$13660.14,09/06/2014,No,7,42.369654,-83.218819,"10126 Rosemont
(42.369654, -83.218819)",Franklin Park
10137 Nottingham,21066793.,Homrich,$12800.00,01/02/2015,No,4,42.413859,-82.952194,"10137 Nottingham
(42.413859, -82.952194)",Outer Drive-Hayes
10140 Elmira,18006417.,Able Demolition,$10742.36,07/11/2016,No,7,42.371447,-83.161179,"10140 Elmira
(42.371447, -83.161179)",Barton-McFarland
1015 King,05002954-62,Blue Star,$9100.00,05/07/2014,No,5,42.384681,-83.069223,"1015 King
(42.384681, -83.069223)",North End
10164 Nottingham,21066565.,Homrich,$10175.49,09/11/2014,No,4,42.41398,-82.951442,"10164 Nottingham
(42.41398, -82.951442)",Outer Drive-Hayes
10168 Woodlawn,19002865.,Able Demolition,$13306.74,07/10/2015,No,3,42.399479,-83.002567,"10168 Woodlawn
(42.399479, -83.002567)",Airport Sub
10171 Nottingham,21066788.,Homrich,$10700.00,01/02/2015,No,4,42.414279,-82.951879,"10171 Nottingham
(42.414279, -82.951879)",Outer Drive-Hayes
1018 Navahoe,21046651.,DMC Consultants,$13775.00,01/16/2017,No,4,42.369464,-82.95726,"1018 Navahoe
(42.369464, -82.95726)",Jefferson Chalmers
10186 Somerset,21067224-5,DMC Consultants,$9864.00,05/19/2016,No,4,42.414841,-82.949498,"10186 Somerset
(42.414841, -82.949498)",Outer Drive-Hayes
10186 Woodlawn,19002862.,"Direct Construction Services, LLC",$9680.84,06/23/2016,No,3,42.39949,-83.002234,"10186 Woodlawn
(42.39949, -83.002234)",Airport Sub
10211 Nottingham,21066786.,DMC Consultants,$11112.50,06/04/2016,No,4,42.414587,-82.951655,"10211 Nottingham
(42.414587, -82.951655)",Outer Drive-Hayes
10216 Nottingham,21066569.,Homrich,$15000.00,01/02/2015,No,4,42.414462,-82.951082,"10216 Nottingham
(42.414462, -82.951082)",Outer Drive-Hayes
10219 Nottingham,21066785.,DMC Consultants,$8812.50,09/22/2016,No,4,42.414671,-82.951591,"10219 Nottingham
(42.414671, -82.951591)",Outer Drive-Hayes
1023 Morrell,16010419.,MCM,$14263.00,07/21/2014,No,6,42.312198,-83.096703,"1023 Morrell
(42.312198, -83.096703)",Central Southwest
10230 Nottingham,21066571.,Homrich,$7951.43,09/04/2014,No,4,42.414628,-82.950956,"10230 Nottingham
(42.414628, -82.950956)",Outer Drive-Hayes
10237 Nottingham,21066782.,Homrich,$9540.80,09/10/2014,No,4,42.414919,-82.951405,"10237 Nottingham
(42.414919, -82.951405)",Outer Drive-Hayes
10247 Balfour,21068029.,DMC Consultants,$9575.00,01/26/2017,No,4,42.41592,-82.948464,"10247 Balfour
(42.41592, -82.948464)",Yorkshire Woods
10250 Greensboro,21065296.,"Adamo Group, Inc.",$15200.93,10/09/2014,No,4,42.413376,-82.954294,"10250 Greensboro
(42.413376, -82.954294)",Outer Drive-Hayes
10250 Nottingham,21066574.,Homrich,$12700.00,01/02/2015,No,4,42.414873,-82.950773,"10250 Nottingham
(42.414873, -82.950773)",Outer Drive-Hayes
10251 Nottingham,21066780.,Homrich,$12931.59,09/10/2014,No,4,42.415082,-82.951282,"10251 Nottingham
(42.415082, -82.951282)",Outer Drive-Hayes
10256 Harvard Rd,21074521.,Able Demolition,$7470.00,04/20/2016,No,4,42.419359,-82.942105,"10256 Harvard Rd
(42.419359, -82.942105)",Yorkshire Woods
1026 Waterman,18008112.,DMC Consultants,$12471.00,09/04/2014,No,6,42.307138,-83.109793,"1026 Waterman
(42.307138, -83.109793)",Central Southwest
10264 Harvard Rd,21074522.,Able Demolition,$7870.00,04/20/2016,No,4,42.419406,-82.942219,"10264 Harvard Rd
(42.419406, -82.942219)",Yorkshire Woods
10265 Beaconsfield,21066135.,Able Demolition,$8274.43,05/02/2016,No,4,42.414559,-82.952903,"10265 Beaconsfield
(42.414559, -82.952903)",Outer Drive-Hayes
1027 HOLBROOK,05002997.,Blue Star,$11300.00,08/22/2014,No,5,42.385359,-83.070502,"1027 HOLBROOK
(42.385359, -83.070502)",North End
1027 Military,16016464.,Salenbien Trucking & Excavating Inc.,$22499.95,04/01/2016,No,6,42.309902,-83.103075,"1027 Military
(42.309902, -83.103075)",Central Southwest
10213 Cardoni,05003971.,MCM,$14674.00,08/11/2014,No,5,42.392924,-83.073178,"10213 Cardoni
(42.392924, -83.073178)",North End
10279 Nottingham,21066776.,Homrich,$14300.00,01/02/2015,No,4,42.415413,-82.951032,"10279 Nottingham
(42.415413, -82.951032)",Outer Drive-Hayes
1028 Lewerenz,18008359.,Blue Star,$11700.00,09/02/2014,No,6,42.306678,-83.111056,"1028 Lewerenz
(42.306678, -83.111056)",Central Southwest
1028 Morrell,16010233.,DMC Consultants,$8580.00,12/10/2014,No,6,42.312578,-83.096143,"1028 Morrell
(42.312578, -83.096143)",Central Southwest
10282 Greensboro,21065300.,DMC Consultants,$9350.00,09/27/2016,No,4,42.413759,-82.954005,"10282 Greensboro
(42.413759, -82.954005)",Outer Drive-Hayes
10285 Nottingham,21066775.,Homrich,$13900.00,01/02/2015,No,4,42.415497,-82.950969,"10285 Nottingham
(42.415497, -82.950969)",Outer Drive-Hayes
10287 W Fort,20001647.,Homrich,$23400.00,06/08/2015,No,6,42.291996,-83.139831,"10287 W Fort
(42.291996, -83.139831)",Carbon Works
1029 Liebold,20013706.,Able Demolition,$7373.00,12/17/2014,No,6,42.281812,-83.146771,"1029 Liebold
(42.281812, -83.146771)",Boynton
10317 Balfour,21068019.,Rickman Enterprise Group,$15540.00,08/02/2016,No,4,42.416761,-82.947841,"10317 Balfour
(42.416761, -82.947841)",Yorkshire Woods
1032 Marston,05002621.,MCM,$12845.00,09/12/2014,No,5,42.378606,-83.065544,"1032 Marston
(42.378606, -83.065544)",North End
10335 Sterritt,19002095.,Rickman Enterprise Group,$9180.00,07/12/2016,No,3,42.395539,-83.001639,"10335 Sterritt
(42.395539, -83.001639)",Airport Sub
10347 Sterritt,19002097.,Brown Environmental Construction,$9251.00,03/21/2016,No,3,42.395551,-83.001417,"10347 Sterritt
(42.395551, -83.001417)",Airport Sub
10359 Elmira,18006389.,Able Demolition,$7352.80,04/21/2014,No,7,42.370945,-83.163025,"10359 Elmira
(42.370945, -83.163025)",Barton-McFarland
10371 Devine,19002570.,Salenbien Trucking & Excavating Inc.,$6645.60,06/02/2016,No,3,42.398433,-83.001176,"10371 Devine
(42.398433, -83.001176)",Airport Sub
10377 MAPLELAWN,18006185.,RDC Construction Services,$9500.00,03/24/2016,No,7,42.369479,-83.163285,"10377 MAPLELAWN
(42.369479, -83.163285)",Barton-McFarland
1038 Casgrain,18007884.,MCM,$10320.00,08/02/2014,No,6,42.308186,-83.107697,"1038 Casgrain
(42.308186, -83.107697)",Central Southwest
10380 Devine,19002569.,Futurenet Group,$5472.00,07/10/2014,No,3,42.398145,-83.001005,"10380 Devine
(42.398145, -83.001005)",Airport Sub
1039 Navahoe,21046654.,MCM,$5837.00,07/17/2014,No,4,42.369585,-82.957986,"1039 Navahoe
(42.369585, -82.957986)",Jefferson Chalmers
10403 Merlin,21074885.,DMC Consultants,$8830.00,06/04/2016,No,4,42.42003,-82.9405,"10403 Merlin
(42.42003, -82.9405)",Yorkshire Woods
10418 Wayburn,21063577.,Rickman Enterprise Group,$14200.00,08/15/2015,No,4,42.413568,-82.958391,"10418 Wayburn
(42.413568, -82.958391)",Outer Drive-Hayes
11648 Wayburn,21063643.003,Homrich,$13208.58,09/05/2014,No,4,42.424455,-82.950786,"11648 Wayburn
(42.424455, -82.950786)",Denby
10283 Cameron,05004441.,Homrich,$6900.00,05/09/2014,No,5,42.393098,-83.075507,"10283 Cameron
(42.393098, -83.075507)",North End
10289 Cameron,05004440.,Able Demolition,$11413.00,10/03/2014,No,5,42.393172,-83.075555,"10289 Cameron
(42.393172, -83.075555)",North End
10419 Devine,19002577.,Able Demolition,$11400.37,07/10/2015,No,3,42.398491,-83.000265,"10419 Devine
(42.398491, -83.000265)",Airport Sub
1043 Patricia,20014390.,Rickman Enterprise Group,$22030.00,08/07/2015,No,6,42.282063,-83.147823,"1043 Patricia
(42.282063, -83.147823)",Boynton
10430 Maplelawn,18006192.,"Adamo Group, Inc.",$9548.00,07/25/2014,No,7,42.369909,-83.16425,"10430 Maplelawn
(42.369909, -83.16425)",Barton-McFarland
10438 Bonita,21069429.,Able Demolition,$7509.60,05/21/2016,No,4,42.413895,-82.959448,"10438 Bonita
(42.413895, -82.959448)",Outer Drive-Hayes
10445 Mckinney,21068230.,"Adamo Group, Inc.",$18917.20,06/23/2016,No,4,42.419017,-82.944592,"10445 Mckinney
(42.419017, -82.944592)",Yorkshire Woods
1046 Liddesdale,20013656.,Rickman Enterprise Group,$19500.00,02/01/2017,No,6,42.281472,-83.146514,"1046 Liddesdale
(42.281472, -83.146514)",Boynton
10460 Greensboro,21065319.,Able Demolition,$15383.00,04/25/2016,No,4,42.415727,-82.952524,"10460 Greensboro
(42.415727, -82.952524)",Outer Drive-Hayes
1049 Bassett,20011084.,Rickman Enterprise Group,$17740.00,07/22/2015,No,6,42.279009,-83.141078,"1049 Bassett
(42.279009, -83.141078)",Boynton
10498 Lakepointe,21064769.,Rickman Enterprise Group,$9410.00,04/23/2016,No,4,42.414792,-82.955857,"10498 Lakepointe
(42.414792, -82.955857)",Outer Drive-Hayes
105 Collingwood,02001574.,Homrich,$10650.00,05/08/2014,No,5,42.389339,-83.088477,"105 Collingwood
(42.389339, -83.088477)",Gateway Community
1051 Patricia,20014391.,Rickman Enterprise Group,$21710.00,08/17/2015,No,6,42.281981,-83.147891,"1051 Patricia
(42.281981, -83.147891)",Boynton
1057 Casgrain,18008029.,Farrow Group,$14475.00,05/03/2016,No,6,42.308154,-83.108397,"1057 Casgrain
(42.308154, -83.108397)",Central Southwest
1057 Livernois,18007190.,Salenbien Trucking & Excavating Inc.,$17950.00,06/08/2016,No,6,42.309227,-83.105759,"1057 Livernois
(42.309227, -83.105759)",Central Southwest
10585 Roxbury,21059018.,DMC Consultants,$9930.00,08/19/2016,No,4,42.416648,-82.953824,"10585 Roxbury
(42.416648, -82.953824)",Outer Drive-Hayes
106 W Brentwood,01006904.,Rickman Enterprise Group,$8240.00,03/22/2016,No,2,42.431645,-83.104383,"106 W Brentwood
(42.431645, -83.104383)",Grixdale Farms
10610 Foley,18006716.,Able Demolition,$6777.10,04/16/2014,No,7,42.378218,-83.165935,"10610 Foley
(42.378218, -83.165935)",Grand River-I96
10618 Whitehill,21058108.,DMC Consultants,$9490.00,06/04/2016,No,4,42.414371,-82.960358,"10618 Whitehill
(42.414371, -82.960358)",Outer Drive-Hayes
1062 Beard,18008489.,ABC Demolition,$12500.00,07/02/2014,No,6,42.306464,-83.112444,"1062 Beard
(42.306464, -83.112444)",Central Southwest
10622 Stratmann,21058532.,DMC Consultants,$10068.13,05/25/2016,No,4,42.414792,-82.958755,"10622 Stratmann
(42.414792, -82.958755)",Outer Drive-Hayes
1063 Baldwin,17011755.,Futurenet Group,$6423.00,02/27/2014,No,5,42.352813,-83.000274,"1063 Baldwin
(42.352813, -83.000274)",Islandview
1047 Lenox,21050175.,Homrich,$35000.00,10/19/2015,No,4,42.371445,-82.95238,"1047 Lenox
(42.371445, -82.95238)",Riverbend
1063 Waterman,18008233-4,DMC Consultants,$7859.40,09/02/2014,No,6,42.30735,-83.11085,"1063 Waterman
(42.30735, -83.11085)",Central Southwest
10638 Chicago,18005605.,Blue Star,$25300.00,03/10/2017,Yes,7,42.366259,-83.166374,"10638 Chicago
(42.366259, -83.166374)",Barton-McFarland
10653 Stratmann,21058597.,DMC Consultants,$16512.50,05/25/2016,No,4,42.415348,-82.959069,"10653 Stratmann
(42.415348, -82.959069)",Outer Drive-Hayes
10670 W Outer Drive,22125743.,Homrich,$10200.00,06/18/2015,No,1,42.398286,-83.240893,"10670 W Outer Drive
(42.398286, -83.240893)",Brightmoor
10694 Lanark,21068575.002L,Homrich,$11300.00,07/27/2015,No,4,42.42447,-82.932788,"10694 Lanark
(42.42447, -82.932788)",Moross-Morang
10696 W Outer Drive,22125746.,Homrich,$11300.00,06/18/2015,No,1,42.398281,-83.241317,"10696 W Outer Drive
(42.398281, -83.241317)",Brightmoor
107 W Margaret,01005763.,Brown Environmental Construction,$13500.00,09/23/2014,No,2,42.425916,-83.104236,"107 W Margaret
(42.425916, -83.104236)",Grixdale Farms
10700 Marne,21068470.,ABC Demolition,$10150.00,12/02/2015,No,4,42.42322,-82.936929,"10700 Marne
(42.42322, -82.936929)",Moross-Morang
10701 Stratmann,21058590.,DMC Consultants,$9712.50,05/25/2016,No,4,42.415936,-82.95863,"10701 Stratmann
(42.415936, -82.95863)",Outer Drive-Hayes
10705 Wayburn,21063762.,DMC Consultants,$8500.00,09/23/2016,No,4,42.416651,-82.956805,"10705 Wayburn
(42.416651, -82.956805)",Outer Drive-Hayes
10708 Wayburn,21063583.,Homrich,$17667.16,09/10/2014,No,4,42.416477,-82.956208,"10708 Wayburn
(42.416477, -82.956208)",Outer Drive-Hayes
1072 Crawford,18007406.,Blue Star,$6900.00,09/02/2014,No,6,42.308968,-83.106985,"1072 Crawford
(42.308968, -83.106985)",Central Southwest
10737 Wayburn,21063757.,DMC Consultants,$9908.75,05/20/2016,No,4,42.417041,-82.956513,"10737 Wayburn
(42.417041, -82.956513)",Outer Drive-Hayes
10755 W Outer Drive,22124925.,Homrich,$21700.00,06/17/2015,No,1,42.397543,-83.242421,"10755 W Outer Drive
(42.397543, -83.242421)",Brightmoor
10783 Haverhill,21070156.,Able Demolition,$11144.59,04/29/2016,No,4,42.415377,-82.961966,"10783 Haverhill
(42.415377, -82.961966)",Outer Drive-Hayes
10803 Stratmann,21058579.,Rickman Enterprise Group,$13370.00,08/15/2015,No,4,42.417018,-82.957817,"10803 Stratmann
(42.417018, -82.957817)",Outer Drive-Hayes
10813 Mckinney,21068202.,DMC Consultants,$8400.00,08/09/2016,No,4,42.421502,-82.942712,"10813 Mckinney
(42.421502, -82.942712)",Yorkshire Woods
1082 E Grand Blvd,15007666.,Homrich,$19300.00,07/15/2015,No,5,42.371801,-83.017424,"1082 E Grand Blvd
(42.371801, -83.017424)",Gratiot-Grand
1083 Beatrice,20012524.,DMC Consultants,$20000.00,04/16/2016,No,6,42.279959,-83.1446,"1083 Beatrice
(42.279959, -83.1446)",Boynton
10831 Haverhill,21070150.,"Adamo Group, Inc.",$13052.65,10/09/2014,No,4,42.4157,-82.962741,"10831 Haverhill
(42.4157, -82.962741)",Outer Drive-Hayes
10844 Mckinney,21068126.,Brown Environmental Construction,$6084.00,06/22/2015,No,4,42.42164,-82.941821,"10844 Mckinney
(42.42164, -82.941821)",Yorkshire Woods
10852 Stratmann,21058561.,Homrich,$16900.00,10/19/2015,No,4,42.417375,-82.956818,"10852 Stratmann
(42.417375, -82.956818)",Outer Drive-Hayes
1086 Hubbard,14009260.,Brown Environmental Construction,$24785.00,07/14/2014,No,6,42.317103,-83.08809,"1086 Hubbard
(42.317103, -83.08809)",Hubbard Farms
1087 Crawford,18007465.,ABC Demolition,$7450.00,07/10/2014,No,6,42.308932,-83.107699,"1087 Crawford
(42.308932, -83.107699)",Central Southwest
10879 Stratmann,21058567-8,DMC Consultants,$10120.00,05/25/2016,No,4,42.417977,-82.957096,"10879 Stratmann
(42.417977, -82.957096)",Outer Drive-Hayes
109 Webb,02001655.,Salenbien Trucking & Excavating Inc.,$14889.00,05/26/2015,No,5,42.391759,-83.090195,"109 Webb
(42.391759, -83.090195)",Gateway Community
